YMR056C	P04710	S000004660
YJL136C	Q3E754	S000003672
YJL190C	P0C0W1	S000003726
YLR367W	Q3E7Y3	S000004359
YGR118W	P0CX29	S000003350
YPR132W	P0CX30	S000006336
YER074W	P0CX31	S000000876
YIL069C	P0CX32	S000001331
YGR027C	Q3E792	S000003259
YLR333C	P0C0T4	S000004325
YGL189C	P39938	S000003157
YER131W	P39939	S000000933
YKL156W	P35997	S000001639
YHR021C	P38711	S000001063
YOR167C	Q3E7X9	S000005693
YLR264W	P0C0X0	S000004254
YLR388W	P41057	S000004380
YDL061C	P41058	S000002219
YGL123W	P25443	S000003091
YLR287C-A	P0CX33	S000004278
YOR182C	P0CX34	S000005708
YLR167W	P05759	S000004157
YNL178W	P05750	S000005122
YJR145C	P0CX35	S000003906
YHR203C	P0CX36	S000001246
YJR123W	P26783	S000003884
YPL090C	P0CX37	S000006011
YBR181C	P0CX38	S000000385
YOR096W	P26786	S000005622
YNL096C	P48164	S000005040
YBL072C	P0CX39	S000000168
YER102W	P0CX40	S000000904
YPL081W	O13516	S000006002
YBR189W	P05755	S000000393
YKL145W	P33299	S000001628
YDL007W	P40327	S000002165
YDR394W	P33298	S000002802
YOR259C	P53549	S000005785
YOR117W	P33297	S000005643
YGL048C	Q01939	S000003016
YDR333C	Q05468	S000002741
YPL009C	Q12532	S000005930
YMR131C	Q04225	S000004738
YIL153W	P40454	S000001415
YPL152W	Q12461	S000006073
YHR038W	P38771	S000001080
YDR065W	Q12167	S000002472
YOR305W	Q08774	S000005832
YPR116W	Q06109	S000006320
YNL213C	P40156	S000005157
YDL216C	Q12468	S000002375
YOL117W	Q12348	S000005477
YHR031C	P38766	S000001073
YBL025W	P38204	S000000121
YML043C	Q04712	S000004507
YKL125W	P36070	S000001608
YLR141W	Q02983	S000004131
YBL014C	P32786	S000000110
YJL025W	P40992	S000003562
YMR270C	P53437	S000004883
YDR087C	P35178	S000002494
YPL012W	Q12754	S000005933
YKL082C	P36080	S000001565
YPR143W	Q06511	S000006347
YDR412W	Q04031	S000002820
YHR065C	P38712	S000001107
YOR287C	Q12481	S000005813
YHR069C	P38792	S000001111
YOL142W	Q08285	S000005502
YDL111C	Q12277	S000002269
YCR035C	P25359	S000000631
YDR280W	Q05636	S000002688
YGR095C	P53256	S000003327
YMR229C	Q05022	S000004842
YOR001W	Q12149	S000005527
YCL031C	P25368	S000000536
YDR083W	P38961	S000002490
YPR137W	Q06506	S000006341
YOR294W	Q08746	S000005820
YBL048W	P38192	S000000144
YCR045C	P25381	S000000641
YER066W	P40042	S000000868
YIL127C	P40470	S000001389
YLR162W-A	Q3E811	S000028567
YNL105W	P50943	S000005049
YBR246W	P38332	S000000450
YFR032C	P43607	S000001928
YGL146C	P53117	S000003114
YLL030C	Q07829	S000003953
YOL048C	Q08219	S000005408
YPL193W	Q08932	S000006114
YLR221C	Q05942	S000004211
YCR072C	P25382	S000000668
YOR049C	Q08417	S000005575
YGR056W	P53236	S000003288
YLR357W	Q06488	S000004349
YDR303C	Q06639	S000002711
YHR056C	P38781	S000001098
YKR008W	Q02206	S000001716
YLR033W	Q07979	S000004023
YCR052W	P25632	S000000648
YFR037C	P43609	S000001933
YML127W	Q03124	S000004596
YML049C	Q04693	S000004513
YMR030W	Q05043	S000004632
YJR127C	P46974	S000003888
YDR041W	Q03201	S000002448
YER050C	P40033	S000000852
YNR037C	P53733	S000005320
YKL155C	P36056	S000001638
YGL129C	Q01163	S000003097
YDR175C	Q03976	S000002582
YIL093C	P40496	S000001355
YJR101W	P47141	S000003862
YGR215W	P53305	S000003447
YDR494W	Q03430	S000002902
YJR113C	P47150	S000003874
YMR266W	Q03516	S000004879
YER125W	P39940	S000000927
YGR152C	P13856	S000003384
YGR213C	P53047	S000003445
YOL138C	Q08281	S000005498
YBR147W	P38279	S000000351
YHR087W	P38804	S000001129
YNL254C	P53850	S000005198
YOR118W	Q12108	S000005644
YPL183W-A	O14464	S000007224
YGL244W	P53064	S000003213
YOL067C	P32607	S000005428
YGL252C	P32608	S000003221
YBL103C	P38165	S000000199
YDL025C	Q12100	S000002183
YDR233C	Q04947	S000002641
YDL204W	Q12443	S000002363
YMR185W	Q12751	S000004797
YER139C	P40084	S000000941
YDR066C	Q12378	S000002473
YOR014W	P38903	S000005540
YOR077W	P40962	S000005603
YGR161C	P53289	S000003393
YJL047C	P47050	S000003583
YGR275W	P53330	S000003507
YDR289C	Q05543	S000002697
YER104W	P40063	S000000906
YNL206C	P40161	S000005150
YHR154W	P38850	S000001197
YLL002W	Q07794	S000003925
YPL183C	Q08924	S000006104
YDR139C	Q03919	S000002546
YOR216C	Q12234	S000005742
YOR138C	Q12242	S000005664
YDR190C	Q03940	S000002598
YPL235W	Q12464	S000006156
YCR009C	P25343	S000000602
YDR388W	P39743	S000002796
YBR095C	P38255	S000000299
YDL076C	Q07458	S000002234
YKL212W	P32368	S000001695
YDR159W	P46674	S000002566
YDR129C	P32599	S000002536
YDR389W	P17121	S000002797
YFR005C	P43589	S000001901
YGL175C	P46946	S000003143
YHR079C-A	P89114	S000001957
YBR280C	P38352	S000000484
YJR004C	P20840	S000003764
YER043C	P39954	S000000845
YER129W	P38990	S000000931
YNL083W	D6W196	S000005027
YLR180W	P10659	S000004170
YDR502C	P19358	S000002910
YPL274W	Q08986	S000006195
YHR083W	P14693	S000001125
YMR060C	P50110	S000004664
YPL273W	Q08985	S000006194
YNL026W	P53969	S000004971
YDR143C	P22470	S000002550
YER047C	P39955	S000000849
YFR040W	P43612	S000001936
YJL098W	P40856	S000003634
YKR028W	P36123	S000001736
YMR263W	P38429	S000004876
YGL229C	P53036	S000003198
YPL218W	P20606	S000006139
YDL153C	Q12136	S000002312
YMR127C	P40963	S000004734
YBL052C	P34218	S000000148
YDR181C	Q04003	S000002589
YOR213C	Q99314	S000005739
YCR008W	P25333	S000000601
YAL027W	P39735	S000000025
YGR263C	P53324	S000003495
YKL117W	P28707	S000001600
YDR351W	P42223	S000002759
YHR103W	P38814	S000001145
YER087C-B	P52870	S000002128
YER019C-A	P52871	S000002127
YHL034C	P10080	S000001026
YDR180W	Q04002	S000002588
YER147C	P40090	S000000949
YOR329C	P34758	S000005856
YPR129W	P45978	S000006333
Q0160	P03882	S000007279
YHR205W	P11792	S000001248
YMR214W	P25303	S000004827
YGL011C	P21243	S000002979
YDL139C	Q12334	S000002298
YGR049W	P32564	S000003281
YBR037C	P23833	S000000241
YBR024W	P38072	S000000228
YOR367W	Q08873	S000005894
YJL080C	P06105	S000003616
YER120W	P40075	S000000922
YBL091C-A	Q6Q595	S000007228
YGL126W	P53012	S000003094
YMR272C	Q03529	S000004885
YBL011W	P32784	S000000107
YMR305C	Q04951	S000004921
YGL028C	P53189	S000002996
YGR279C	P53334	S000003511
YGL083W	P53009	S000003051
YGR245C	P53313	S000003477
YDR469W	Q03323	S000002877
YLL016W	P0CF34	S000003939
YKL148C	Q00711	S000001631
YLL041C	P21801	S000003964
YKL141W	P33421	S000001624
YDR178W	P37298	S000002585
YOL071W	Q08230	S000005432
YDR379C-A	Q3E785	S000007605
YDR511W	Q04401	S000002919
YBR269C	P38345	S000000473
YIL167W	P0CF22	S000001429
YLR022C	Q07953	S000004012
YIL113W	P40479	S000001375
YKL193C	P36047	S000001676
YGL056C	P53172	S000003024
YBR214W	P38314	S000000418
YIL084C	P40505	S000001346
YGL224C	P53078	S000003192
YBL104C	P38164	S000000200
YDR164C	P30619	S000002571
YLR166C	Q06245	S000004156
YIR022W	P15367	S000001461
YNR026C	P11655	S000005309
YLR208W	Q04491	S000004198
YMR079W	P24280	S000004684
YGL233W	P22224	S000003202
YPL085W	P48415	S000006006
YBL050W	P32602	S000000146
YBR080C	P18759	S000000284
YNL272C	P17065	S000005216
YDR498C	P28791	S000002906
YNL287W	P32074	S000005231
YLR268W	P22214	S000004258
YPR181C	P15303	S000006385
YIL109C	P40482	S000001371
YDR238C	P41810	S000002646
YGL137W	P41811	S000003105
YIL076W	P40509	S000001338
YDL195W	P38968	S000002354
YLR440C	Q12745	S000004432
YER008C	P33332	S000000810
YFL005W	P07560	S000001889
YDR166C	P89102	S000002573
YFL045C	P07283	S000001849
YMR013C	P20048	S000004615
YIL068C	P32844	S000001330
YLR378C	P32915	S000004370
YPL094C	P21825	S000006015
YOR254C	P14906	S000005780
YML105C	P29478	S000004573
YBR171W	P33754	S000000375
YDR170C	P11075	S000002577
YLR292C	P39742	S000004283
YPR055W	P32855	S000006259
YGR009C	P40357	S000003241
YDR077W	Q01589	S000002484
YCR067C	P25365	S000000663
YLR026C	Q01590	S000004016
YBL066C	P34228	S000000162
YMR086W	Q04279	S000004692
YKL105C	P34250	S000001588
YGL100W	P53011	S000003068
YLR404W	Q06058	S000004396
YDR363W-A	O94742	S000007235
YLR430W	Q00416	S000004422
YMR059W	Q04675	S000004663
YLR105C	P16658	S000004095
YAR008W	P39707	S000000066
YPL083C	Q02825	S000006004
YAL067C	P39709	S000000062
YOR184W	P33330	S000005710
YGR208W	P42941	S000003440
YER081W	P40054	S000000883
YIL074C	P40510	S000001336
YDR023W	P07284	S000002430
YHR119W	P38827	S000001161
YJL168C	P46995	S000003704
YKR029C	P36124	S000001737
YJL105W	P42948	S000003641
YHR207C	P38890	S000001250
YPL165C	Q12529	S000006086
YOR165W	Q99287	S000005691
YDL168W	P32771	S000002327
YNL049C	P53953	S000004994
YHR098C	P38810	S000001140
YJR095W	P33303	S000003856
YOR315W	Q12507	S000005842
YLR321C	Q06168	S000004313
YJL145W	P47008	S000003681
YLL003W	Q12369	S000003926
YKL051W	P35735	S000001534
YOR140W	P20134	S000005666
YOR021C	Q12314	S000005547
YLR403W	P32432	S000004395
YKL006C-A	P43682	S000002101
YBL102W	P38166	S000000198
YIL099W	P08019	S000001361
YLR336C	Q06132	S000004328
YPR198W	P33335	S000006402
YPL047W	Q03067	S000005968
YCL010C	P25554	S000000516
YGL066W	P53165	S000003034
YJR134C	P47166	S000003895
YIR001C	P40561	S000001440
YOR073W	Q08490	S000005599
YMR190C	P35187	S000004802
YOR057W	Q08446	S000005583
YOR007C	Q12118	S000005533
YPR161C	P23293	S000006365
YKR043C	P36136	S000001751
YER096W	P39000	S000000898
YBL031W	P38200	S000000127
YGL228W	P53075	S000003197
YKL130C	P36068	S000001613
YBR130C	P38272	S000000334
YOR035C	P51534	S000005561
YDR393W	Q04172	S000002801
YBR258C	P38337	S000000462
YMR118C	Q04487	S000004724
YLR164W	Q06236	S000004154
YBR263W	P37292	S000000467
YLR058C	P37291	S000004048
YER118C	P40073	S000000920
YBL058W	P34223	S000000154
YIL104C	P40486	S000001366
YDL212W	Q02774	S000002371
YOL110W	P41912	S000005470
YDL225W	Q07657	S000002384
YHL006C	P38751	S000000998
YDR078C	P38957	S000002485
YGR112W	P53266	S000003344
YOR137C	Q12212	S000005663
YLR079W	P38634	S000004069
YBR103W	P38262	S000000307
YOL031C	Q08199	S000005391
YIL123W	P40472	S000001385
YOL004W	P22579	S000005364
YNL236W	P32259	S000005180
YDR422C	P32578	S000002830
YMR175W	P50263	S000004787
YGL208W	P34164	S000003176
YNL257C	P38717	S000005201
YJL089W	P46954	S000003625
YMR140W	P40210	S000004748
YKR101W	P21691	S000001809
YDL042C	P06700	S000002200
YLR442C	P06701	S000004434
YDR227W	P11978	S000002635
YNL007C	P25294	S000004952
YKR072C	P36024	S000001780
YEL065W	P39980	S000000791
YDL047W	P20604	S000002205
YNL032W	P53965	S000004977
YDR409W	Q04195	S000002817
YKR100C	P36169	S000001808
YLR187W	Q06315	S000004177
YHR149C	P32900	S000001192
YLR398C	P35207	S000004390
YPR189W	P17883	S000006393
YGR195W	P46948	S000003427
YOR076C	Q08491	S000005602
YGL213C	Q02793	S000003181
YOL113W	Q12469	S000005473
YGR143W	P33336	S000003375
YHR206W	P38889	S000001249
YNL167C	Q02100	S000005111
YDR328C	P52286	S000002736
YNL311C	P42843	S000005255
YPL026C	Q12505	S000005947
YBL061C	P34226	S000000157
YMR216C	Q03656	S000004829
YBL007C	P32790	S000000103
YNL243W	P33338	S000005187
YDL052C	P33333	S000002210
YKL108W	P34252	S000001591
YGL113W	P53135	S000003081
YDR489W	Q03406	S000002897
YOR060C	Q08457	S000005586
YDR515W	Q12034	S000002923
YOR008C	P54867	S000005534
YGR271W	P53327	S000003503
YGR212W	P53304	S000003444
YBR156C	P38283	S000000360
YOR195W	Q08581	S000005721
YIL105C	P40485	S000001367
YNL047C	P53955	S000004992
YDL033C	Q12093	S000002191
YBR077C	P38247	S000000281
YCR024C	P25345	S000000618
YBR266C	P38343	S000000470
YIL147C	P39928	S000001409
YER180C-A	Q3E784	S000028437
YOR154W	Q12232	S000005680
YLR139C	P42900	S000004129
YHR030C	Q00772	S000001072
YDR088C	Q02775	S000002495
YBR228W	P38324	S000000432
YLR135W	Q12098	S000004125
YDL013W	P32828	S000002171
YER116C	P40072	S000000918
YGR081C	P53251	S000003313
YDR189W	P22213	S000002597
YOR307C	P22215	S000005834
YNL196C	P40167	S000005140
YPL027W	Q02651	S000005948
YML066C	Q04658	S000004531
YER029C	P40018	S000000831
YFL008W	P32908	S000001886
YFR031C	P38989	S000001927
YJL074C	P47037	S000003610
YLR086W	Q12267	S000004076
YOL034W	Q08204	S000005394
YLR383W	Q12749	S000004375
YGR074W	Q02260	S000003306
YLR275W	Q06217	S000004265
YLR147C	P43321	S000004137
YOR159C	Q12330	S000005685
YOL122C	P38925	S000005482
YHR050W	P38778	S000001092
YLR034C	Q12078	S000004024
YGR229C	P32566	S000003461
YPR054W	P41808	S000006258
YML058W	Q04964	S000004523
YNR015W	P53720	S000005298
YBR182C	P38128	S000000386
YOR149C	Q04174	S000005675
YDR510W	Q12306	S000002918
YFL017W-A	P40204	S000002965
YPR182W	P54999	S000006386
YKL079W	P32364	S000001562
YBR172C	P32909	S000000376
YDR525W-A	P56508	S000007236
YJL151C	P14359	S000003687
YDL123W	Q07549	S000002281
YAL030W	P31109	S000000028
YOR327C	P33328	S000005854
YDR186C	Q04007	S000002594
YDR073W	P38956	S000002480
YNR023W	P53628	S000005306
YDR477W	P06782	S000002885
YOR290C	P22082	S000005816
YDL194W	P10870	S000002353
YGL115W	P12904	S000003083
YBR289W	P18480	S000000493
YHL025W	P18888	S000001017
YLR025W	P39929	S000004015
YPL002C	Q12483	S000005923
YGR197C	P46950	S000003429
YIL016W	P40548	S000001278
YDR478W	P40993	S000002886
YNL086W	P48232	S000005030
YMR095C	Q03144	S000004701
YNL334C	P53823	S000005278
YFL060C	P43544	S000001834
YMR322C	Q04902	S000004941
YIL061C	Q00916	S000001323
YDR011W	P32568	S000002418
YCR033W	P25357	S000000629
YGL131C	P53127	S000003099
YPR101W	Q06091	S000006305
YKL173W	P36048	S000001656
YEL026W	P39990	S000000752
YDL098C	Q12368	S000002256
YDR240C	Q03782	S000002648
YOR308C	Q12420	S000005835
YGR013W	P53207	S000003245
YOR357C	Q08826	S000005884
YDR425W	Q04053	S000002833
YJL036W	P47057	S000003573
YMR096W	Q03148	S000004702
YNL333W	P53824	S000005277
YFL059W	P43545	S000001835
YJR104C	P00445	S000003865
YHR008C	P00447	S000001050
YLL011W	P33750	S000003934
YOR353C	Q08817	S000005880
YGL127C	P38633	S000003095
YDR006C	P40317	S000002413
YMR016C	P53438	S000004618
YNR034W	P50278	S000005317
YCR073W-A	P37262	S000000718
YHR163W	P38858	S000001206
YGR248W	P53315	S000003480
YEL059C-A	Q05676	S000002954
YJL192C	P39543	S000003728
YJR159W	P35497	S000003920
YDL246C	Q07786	S000002405
YMR066W	Q04748	S000004670
YLL021W	P23201	S000003944
YCL054W	P25582	S000000559
YFL002C	P25808	S000001894
YJR010C-A	P46965	S000003770
YGL093W	P53148	S000003061
YDR356W	P32380	S000002764
YDR201W	Q03954	S000002609
YMR117C	Q04477	S000004723
YER018C	P40014	S000000820
YPL124W	P33419	S000006045
YML055W	Q04969	S000004519
YLR066W	Q12133	S000004056
YKR037C	P36131	S000001745
YKL042W	P36094	S000001525
YAL047C	P39723	S000000045
YHR172W	P38863	S000001215
YNL126W	P53540	S000005070
YKL184W	P08432	S000001667
YOL052C	P21182	S000005412
YPR069C	Q12074	S000006273
YLR146C	Q12455	S000004136
YEL031W	P39986	S000000757
YGR236C	P50088	S000003468
YDR504C	Q04398	S000002912
YMR107W	Q04438	S000004713
YMR191W	P42933	S000004803
YLR313C	Q06160	S000004305
YER150W	P40092	S000000952
YHR136C	P38839	S000001178
YPR133C	Q06505	S000006337
YNL012W	P53541	S000004957
YHL022C	P23179	S000001014
YHR152W	P17123	S000001195
YHR014W	P23624	S000001056
YKR031C	P36126	S000001739
YHR153C	P17122	S000001196
YPL130W	Q03029	S000006051
YMR017W	Q04359	S000004619
YOL091W	Q12411	S000005451
YIL073C	P40511	S000001335
YBR250W	P33757	S000000454
YPR036W-A	Q3E752	S000028425
YAL009W	P18410	S000000007
YDR104C	Q03868	S000002511
YER046W	P40031	S000000848
YGL170C	P45819	S000003138
YLL005C	Q07798	S000003928
YLR341W	Q06134	S000004333
YPL138C	Q03012	S000006059
YOR148C	Q02521	S000005674
YBR152W	P38282	S000000356
YLR424W	Q06411	S000004416
YDR464W	P38904	S000002872
YOR190W	P32603	S000005716
YDR218C	Q04921	S000002626
YGR059W	P41901	S000003291
YER115C	Q01684	S000000917
YDR523C	P08458	S000002931
YHR139C	P13130	S000001181
YNL204C	P32572	S000005148
YNL202W	P32573	S000005146
YDR522C	P08459	S000002930
YCL048W	P25380	S000000553
YOR313C	P09937	S000005840
YJL127C	P35208	S000003663
YPL175W	P32363	S000006096
YER148W	P13393	S000000950
YGL207W	P32558	S000003175
YOL148C	P50875	S000005508
YMR179W	P35209	S000004791
YKL020C	P35210	S000001503
YER161C	P06843	S000000963
YDR392W	P06844	S000002800
YGR063C	P32914	S000003295
YML010W	P27692	S000004470
YGR116W	P23615	S000003348
YBR081C	P35177	S000000285
YLR055C	P38915	S000004045
YNL224C	P53866	S000005168
YIR012W	P35184	S000001451
YHR041C	P34162	S000001083
YER022W	P32569	S000000824
YGR104C	P32585	S000003336
YBR253W	P32570	S000000457
YDR308C	P47822	S000002716
YCR081W	P25648	S000000677
YML034W	Q03707	S000004497
YCR018C	P09007	S000000611
YDL133W	Q12516	S000002291
YOR247W	Q08673	S000005773
YLR082C	Q12020	S000004072
YKR091W	P36167	S000001799
YPL033C	Q03085	S000005954
YGL097W	P21827	S000003065
YLR119W	Q99176	S000004109
YBL106C	P38163	S000000202
YPR032W	Q12038	S000006236
YCL037C	P25567	S000000542
YDR292C	P32916	S000002700
YKL154W	P36057	S000001637
YDL092W	P38985	S000002250
YNL189W	Q02821	S000005133
YKL122C	P32342	S000001605
YKR092C	P32583	S000001800
YPR088C	P20424	S000006292
YPL243W	P38687	S000006164
YPL210C	P38688	S000006131
YJL092W	P12954	S000003628
YMR101C	Q03175	S000004707
YNL138W	P17555	S000005082
YKL086W	P36077	S000001569
YKL218C	P36007	S000001701
YAL005C	P10591	S000000004
YLL024C	P10592	S000003947
YBL075C	P09435	S000000171
YER103W	P22202	S000000905
YDL229W	P11484	S000002388
YNL209W	P40150	S000005153
YJR045C	P0CS90	S000003806
YDR293C	P24276	S000002701
YPL106C	P32589	S000006027
YBR169C	P32590	S000000373
YHR066W	P38789	S000001108
YDR312W	Q12153	S000002720
YBR283C	P38353	S000000487
YKL124W	P32343	S000001607
YLR006C	Q07084	S000003996
YNR031C	P53599	S000005314
YCR073C	P25390	S000000669
YLR005W	Q04673	S000003995
YIL143C	Q00578	S000001405
YIL030C	P40318	S000001292
YDR443C	P38931	S000002851
YPL042C	P39073	S000005963
YNL025C	P47821	S000004970
YPL232W	P32867	S000006153
YMR183C	P39926	S000004795
YHR184W	P38871	S000001227
YLR250W	P39931	S000004240
YOR242C	Q08646	S000005768
YLR369W	Q05931	S000004361
YDR086C	P35179	S000002493
YLR452C	P11972	S000004444
YPL092W	P41930	S000006013
YNL222W	P53538	S000005166
YDR160W	Q03770	S000002567
YJL156C	P47002	S000003692
YHR064C	P38788	S000001106
YNL309W	P42845	S000005253
YMR053C	P46679	S000004657
YDR169C	Q12427	S000002576
YMR019W	P50104	S000004621
YHR178W	P38699	S000001221
YKL072W	P36085	S000001555
YOR047C	Q02794	S000005573
YLR362W	P23561	S000004354
YHR084W	P13574	S000001126
YOR219C	P33894	S000005745
YDR410C	P32584	S000002818
YJR086W	P18852	S000003846
YFL026W	D6VTK4	S000001868
YHL007C	Q03497	S000000999
YLR389C	Q06010	S000004381
YJR117W	P47154	S000003878
YKL178C	P06783	S000001661
YOR212W	P18851	S000005738
YCL032W	P25344	S000000537
YDR103W	P32917	S000002510
YKL209C	P12866	S000001692
YDL159W	P06784	S000002318
YDL130W-A	P01098	S000007232
YGR008C	P16965	S000003240
YIL126W	P32597	S000001388
YOR027W	P15705	S000005553
YDR536W	P39932	S000002944
YLR150W	P39015	S000004140
YDR082W	P38960	S000002489
YMR125W	P34160	S000004732
YDR463W	Q00947	S000002871
YHR006W	P38704	S000001048
YCL008C	P25604	S000000514
YLR375W	Q05937	S000004367
YDL048C	Q07351	S000002206
YJR130C	P47164	S000003891
YGL184C	P53101	S000003152
YIR011C	P38637	S000001450
YGL022W	P39007	S000002990
YLR305C	P37297	S000004296
YBL034C	P38198	S000000130
YLR045C	P46675	S000004035
YMR054W	P37296	S000004658
YGL169W	P32579	S000003137
YPR086W	P29055	S000006290
YMR039C	P54000	S000004642
YDL084W	Q07478	S000002242
YIL162W	P00724	S000001424
YPR151C	Q06524	S000006355
YNL244C	P32911	S000005188
YJR007W	P20459	S000003767
YPL237W	P09064	S000006158
YBR294W	P38359	S000000498
YLR092W	Q12325	S000004082
YDR310C	P46676	S000002718
YNL066W	P53616	S000005010
YDR172W	P05453	S000002579
YBR143C	P12385	S000000347
YPL057C	P33300	S000005978
YDR297W	P38992	S000002705
YML052W	P54003	S000004516
YBR111W-A	Q6WNK7	S000028510
YGL162W	P53032	S000003130
YPR009W	Q12286	S000006213
YPL029W	P32580	S000005950
YDR346C	Q05515	S000002754
YPL032C	Q03088	S000005953
YHR181W	P38869	S000001224
YPL163C	Q12254	S000006084
YDR320C	Q06677	S000002728
YAL011W	P31376	S000000009
YGR002C	P53201	S000003234
YBR231C	P38326	S000000435
YLR385C	Q06707	S000004377
YAR003W	P39706	S000000064
YKL018W	P36104	S000001501
YBR175W	P38123	S000000379
YJL187C	P32944	S000003723
YDR126W	Q04629	S000002533
YAR042W	P35845	S000000081
YPL016W	P09547	S000005937
YJL176C	P32591	S000003712
YER111C	P25302	S000000913
YDR146C	P08153	S000002553
YLR182W	P09959	S000004172
YDR260C	Q12379	S000002668
YNR004W	P40342	S000005287
YMR149W	Q02795	S000004757
YFL049W	P43554	S000001845
YDR334W	Q05471	S000002742
YNL081C	P53937	S000005025
YOR166C	Q12104	S000005692
YNL187W	P53873	S000005131
YDR395W	Q04175	S000002803
YOR179C	Q08553	S000005705
YDR416W	Q04048	S000002824
YGR129W	P53277	S000003361
YIL047C	P40528	S000001309
YPL105C	Q02875	S000006026
YLR251W	Q06563	S000004241
YAL014C	P31377	S000000012
YDL063C	Q07395	S000002221
YCR030C	P25623	S000000626
YJL004C	P41544	S000003541
YPR095C	Q06836	S000006299
YGL243W	P53065	S000003212
YJL035C	P47058	S000003572
YLR316C	Q9URQ3	S000004308
YBR261C	P38340	S000000465
YDR167W	Q12030	S000002574
YML015C	Q04226	S000004477
YDR145W	Q03761	S000002552
YML098W	P11747	S000004564
YPL129W	P35189	S000006050
YGR274C	P46677	S000003506
YCR042C	P23255	S000000638
YPL011C	Q12297	S000005932
YMR005W	P50105	S000004607
YBR198C	P38129	S000000402
YGL112C	P53040	S000003080
YMR227C	Q05021	S000004840
YML114C	Q03750	S000004582
YMR236W	Q05027	S000004849
YCR060W	P25638	S000000656
YJR046W	P47112	S000003807
YPR048W	Q12181	S000006252
YLR354C	P15019	S000004346
YGR046W	P53230	S000003278
YGL232W	P53072	S000003201
YIL129C	P40468	S000001391
YMR028W	Q04372	S000004630
YLR154W-C	Q8TGM6	S000028422
YBR069C	P38085	S000000273
YOL020W	P38967	S000005380
YJL083W	P47030	S000003619
YPR140W	Q06510	S000006344
YPL128C	Q02457	S000006049
YBR150C	P38114	S000000354
YEL048C	P32613	S000000774
YOR086C	Q12466	S000005612
YNL087W	P48231	S000005031
YML072C	Q03640	S000004537
YHR003C	P38756	S000001045
YKL027W	P36101	S000001510
YBR044C	P38228	S000000248
YPL180W	Q08921	S000006101
YDR212W	P12612	S000002620
YMR291W	Q03533	S000004905
YGR205W	P42938	S000003437
YHR159W	P38854	S000001202
YER071C	P40045	S000000873
YHR009C	P38758	S000001051
YJR116W	P47153	S000003877
YLR426W	Q06417	S000004418
YPR157W	Q06466	S000006361
YNL176C	P53882	S000005120
YAL064C-A	Q6B2U8	S000002140
YML081W	Q04545	S000004546
YJL052W	P00360	S000003588
YJR009C	P00358	S000003769
YGR192C	P00359	S000003424
YBR223C	P38319	S000000427
YOR337W	P47988	S000005864
YBR083W	P18412	S000000287
YIL039W	P40533	S000001301
YPR080W	P02994	S000006284
YBR118W	P02994	S000000322
YKL081W	P36008	S000001564
YBL088C	P38110	S000000184
YGR099W	P53038	S000003331
YML064C	P38987	S000004529
YLR010C	Q07921	S000004000
YNL128W	P53916	S000005072
YJR019C	P41903	S000003780
YNL253W	P53851	S000005197
YKL028W	P36100	S000001511
YKR062W	P36145	S000001770
YDR311W	P32776	S000002719
YPL122C	Q02939	S000006043
YDR460W	Q03290	S000002868
YPR056W	Q12004	S000006260
YDR079C-A	Q3E7C1	S000007603
YBR123C	P32367	S000000327
YAL001C	P34111	S000000001
YGR047C	P33339	S000003279
YDR362C	Q06339	S000002770
YOR110W	Q12415	S000005636
YPL007C	Q12308	S000005928
YGR186W	P41895	S000003418
YGR005C	P41896	S000003237
YLR178C	P14306	S000004168
YKL140W	P34163	S000001623
YDR058C	P54857	S000002465
YMR313C	P40308	S000004930
YKR089C	P36165	S000001797
YOR081C	Q12043	S000005607
YPL157W	Q12052	S000006078
YGR024C	P53215	S000003256
YJR156C	P47183	S000003917
YNL332W	P42883	S000005276
YDL244W	Q07748	S000002403
YOL055C	Q08224	S000005416
YPL258C	Q08975	S000006179
YPR121W	Q06490	S000006325
YBR240C	P38141	S000000444
YDL080C	Q07471	S000002238
YGR144W	P32318	S000003376
YFL058W	P43534	S000001836
YPL214C	P41835	S000006135
YOR192C	Q08579	S000005718
YLR004C	Q07904	S000003994
YDR438W	Q04083	S000002846
YLR237W	Q05998	S000004227
YOR143C	P35202	S000005669
YER063W	P40040	S000000865
YNL139C	P53552	S000005083
YOL072W	Q08231	S000005433
YHR167W	O13539	S000001210
YPR045C	Q12049	S000006249
YHR025W	P17423	S000001067
YCR053W	P16120	S000000649
YIL078W	P04801	S000001340
YMR260C	P38912	S000004873
YKR059W	P10081	S000001767
YJL138C	P10081	S000003674
YMR146C	P40217	S000004754
YDR429C	Q04067	S000002837
YPR163C	P34167	S000006367
YGR162W	P39935	S000003394
YGL049C	P39936	S000003017
YPR041W	P38431	S000006245
YPR016C	Q12522	S000006220
YHR005C-A	P87108	S000003530
YDR322C-A	P81449	S000007255
YBR091C	P32830	S000000295
YGR181W	P53299	S000003413
YJL143W	P39515	S000003679
YOR297C	Q08749	S000005823
YGR033C	P53220	S000003265
YDL217C	Q12328	S000002376
YNR017W	P32897	S000005300
YIL022W	Q01852	S000001284
YPL063W	Q02776	S000005984
YJL054W	P47045	S000003590
YJR135W-A	P57744	S000007348
YEL020W-A	O74700	S000007256
YBR067C	P27654	S000000271
YGL145W	P33891	S000003113
YPR040W	Q12199	S000006244
YER011W	P10863	S000000813
YOR010C	P33890	S000005536
YIL011W	P40552	S000001273
